grade_num,stage,domain,theme,kp_code,kp_name,content_requirement,academic_requirement,teaching_hint,depth_level,core_competency,source_ref
5,小学高,表达与交流,习作修改与资料使用,CHN-G5-EXP-004,修改习作并合理使用资料,学习从中心、选材、结构、语言、标点、错别字等方面修改习作，初步学习摘录和引用资料。,能根据表达目的修改习作，合理使用资料，做到不简单照抄并能说明资料来源。,把查资料、写提纲、初稿、修改、交流展示作为完整写作过程。,3,语言运用;思维能力;文化自信,义务教育语文课程标准(2022年版)·第三学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,识字与写字,自主识字与词语辨析,CHN-G5-HZW-001,自主识字并辨析词语,继续扩大识字量，综合运用形声字规律、语境、工具书和已有积累理解字词，辨析近义词、关联词和词语表达效果。,能较独立地理解和运用常用字词，能结合语境辨析词义、感情色彩和表达作用。,把字词辨析嵌入阅读理解和习作修改，避免孤立解释词语。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第三学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,识字与写字,硬笔书写与行款,CHN-G5-HZW-002,保持规范书写和行款整齐,巩固硬笔书写规范，注意行款整齐、卷面整洁和书写速度，初步感受汉字结构和书写美。,能在日常学习、摘抄、习作和展示中保持较稳定的书写质量，做到正确、端正、整洁。,把书写要求落实到真实语文任务中，可结合优秀作业展示和书写评价。,2,语言运用;审美创造,义务教育语文课程标准(2022年版)·第三学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,识字与写字,语言积累运用,CHN-G5-HZW-003,积累并运用有表现力的词句,在阅读和生活中积累成语、格言、古诗文名句、优美词句和典型句式，学习在表达中恰当运用。,能根据表达需要调用积累的词句，使口头和书面表达更准确、具体、有感染力。,鼓励建立摘抄本、词句库、主题积累卡，并在习作中迁移运用。,2,语言运用;审美创造;文化自信,义务教育语文课程标准(2022年版)·第三学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,跨学科学习,资料搜集与成果展示,CHN-G5-PRA-001,完成跨学科资料搜集和展示,围绕科学探究、社会调查、劳动实践、文化体验等主题，综合运用阅读、采访、记录、整理、写作和展示能力。,能根据任务搜集和筛选资料，形成报告、海报、演示或讲解稿，并清楚展示成果。,任务要有真实问题和明确受众，强调语言表达质量和资料可靠性。,3,语言运用;思维能力;文化自信,义务教育语文课程标准(2022年版)·第三学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,阅读与鉴赏,阅读方法综合运用,CHN-G5-REA-001,综合运用精读略读浏览,根据阅读目的综合运用精读、略读、浏览、批注、圈画、摘录等方法阅读不同文本。,能根据任务选择合适阅读方法，较快把握文本大意、关键信息和重点内容。,用真实阅读任务驱动方法选择，如查找资料、准备汇报、深读课文等。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,阅读与鉴赏,篇章结构与中心,CHN-G5-REA-002,把握篇章结构和中心意思,阅读记叙文、说明文、散文、诗歌等文本，学习抓住结构、线索、关键句和段落关系理解中心意思。,能概括主要内容，理清文章结构，说明作者围绕中心选择和安排材料的方法。,引导学生用结构图、段落提纲、关键词链等工具梳理文本。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,阅读与鉴赏,文学语言品味,CHN-G5-REA-003,品味文学作品语言表达,阅读文学作品，关注人物描写、景物描写、修辞手法、细节描写和语言节奏，体会表达效果。,能结合具体词句说出语言特点和表达效果，表达较有依据的阅读感受。,强调“从文本中找依据”，避免脱离文本空泛赏析。,3,语言运用;审美创造;思维能力,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,阅读与鉴赏,实用与非连续性文本,CHN-G5-REA-004,阅读实用性和非连续性文本,阅读说明书、新闻、访谈、图表、统计资料、网页资料等实用性和非连续性文本，学习整合多源信息。,能提取、比较和整合文本与图表中的信息，判断信息与任务的相关性。,可与科学、信息科技、综合实践任务结合，训练信息整合和表达。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
5,小学高,阅读与鉴赏,古诗文理解鉴赏,CHN-G5-REA-005,理解古诗文内容和情感,诵读优秀古诗文，借助注释、资料和想象理解内容，体会情感、意象和文化内涵。,能说出诗文大意和主要情感，积累名句，并尝试从语言、画面或情感角度欣赏。,以诵读、想象、比较阅读为主，适度补充背景资料。,3,文化自信;审美创造;语言运用,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,整本书阅读,经典作品整本书阅读,CHN-G6-BOK-001,阅读经典儿童文学和名著,阅读经典儿童文学、名著节选或整本书、科普作品、人物传记等，形成较稳定的课外阅读习惯。,能从人物、情节、主题、语言和阅读体验等角度介绍作品，提出自己的评价。,用阅读计划、阅读笔记、读书会、人物研究等方式支持深度阅读。,3,语言运用;审美创造;文化自信,义务教育语文课程标准(2022年版)·第三学段·整本书阅读;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,整本书阅读,阅读策略迁移,CHN-G6-BOK-002,迁移整本书阅读策略,在整本书阅读中运用预测、提问、批注、摘录、人物关系图、情节线索图和主题讨论等策略。,能根据作品特点选择阅读策略，持续跟进阅读进度，并形成较完整的阅读成果。,评价要关注阅读过程、策略运用和个性化理解。,3,语言运用;思维能力;审美创造,义务教育语文课程标准(2022年版)·第三学段·整本书阅读;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,文化传承与理解,文化理解与价值认同,CHN-G6-CUL-001,理解中华文化精神内涵,通过古诗文、传统文化作品、革命文化作品和社会主义先进文化材料，理解其中蕴含的家国情怀、责任担当和审美追求。,能结合文本和活动经历表达对中华文化的理解与认同，并能联系现实生活思考。,结合纪念日、地方文化、红色资源和经典诵读开展综合学习。,3,文化自信;语言运用;审美创造,义务教育语文课程标准(2022年版)·第三学段·文化自信与语言积累;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,梳理与探究,语言规律综合梳理,CHN-G6-ORG-001,综合梳理语文学习内容,围绕字词句段篇、阅读策略、表达方法、文学常识和文化积累进行系统整理。,能建立较清晰的语文知识和方法框架，说明不同知识方法之间的联系。,可用思维导图、学习档案、方法清单等方式进行毕业前梳理。,3,思维能力;语言运用,义务教育语文课程标准(2022年版)·第三学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,梳理与探究,主题探究与小论文雏形,CHN-G6-ORG-002,开展主题探究并形成成果,围绕文学阅读、传统文化、校园生活、社会现象或跨学科问题，开展资料搜集、访谈调查、整理分析和成果表达。,能提出较明确的问题，综合资料形成观点或结论，并用报告、演示、海报等形式表达。,强调问题意识、资料来源、证据支撑和合作过程，不追求成人化论文。,3,思维能力;语言运用;文化自信,义务教育语文课程标准(2022年版)·第三学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,表达与交流,公共表达与回应,CHN-G6-EXP-001,面向听众清楚表达并回应,在演讲、讨论、辩论、采访、汇报等活动中，围绕主题组织材料，清楚表达观点并回应提问。,能根据对象和场合调整表达方式，观点明确，理由较充分，倾听并尊重不同意见。,设置班级议题、读书论坛、项目答辩等真实交流场景。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第三学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,表达与交流,纪实和抒情习作,CHN-G6-EXP-002,写有中心有细节的纪实习作,围绕真实经历、人物、景物或事件进行习作，学习突出中心、安排详略、描写细节和表达情感。,能写出中心较明确、内容较具体、结构较清楚、情感真实的习作。,引导学生从真实生活取材，关注细节和表达顺序。,3,语言运用;审美创造;思维能力,义务教育语文课程标准(2022年版)·第三学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,表达与交流,创意表达与应用写作,CHN-G6-EXP-003,完成创意表达和应用写作,根据表达目的完成想象作文、读后感、演讲稿、倡议书、调查报告、书信等多种文本。,能根据文体特点和受众需要组织材料，做到格式合适、内容清楚、表达有条理。,让写作服务真实任务，如毕业纪念、活动倡议、项目报告、读书推荐。,3,语言运用;思维能力;审美创造,义务教育语文课程标准(2022年版)·第三学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,表达与交流,修改评价与发表,CHN-G6-EXP-004,修改评价并发表作品,学习从立意、选材、结构、语言、文体、标点和错别字等方面修改作品，并进行展示交流。,能根据评价标准和同伴建议修改作品，说明修改理由，并愿意向真实读者发表或展示。,建立作品集和修改档案，关注写作过程和成长证据。,3,语言运用;思维能力;审美创造,义务教育语文课程标准(2022年版)·第三学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,识字与写字,自主识字综合运用,CHN-G6-HZW-001,综合运用识字和词语理解方法,综合运用形声规律、语境推断、工具书查检、资料检索和阅读积累理解字词，提升独立识字和词语运用能力。,能在阅读和表达中自主解决常见字词问题，准确理解词语含义和表达效果。,鼓励学生说明自己的理解过程，形成可迁移的语文学习策略。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第三学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,识字与写字,书写质量与审美,CHN-G6-HZW-002,形成稳定书写习惯,巩固正确、端正、整洁的硬笔书写习惯，注意书写速度、行款布局和整体美观。,能在多种语文任务中保持稳定书写质量，初步具有汉字书写审美意识。,可结合毕业作品集、摘抄展示、习作誊写等真实任务评价书写。,2,语言运用;审美创造,义务教育语文课程标准(2022年版)·第三学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,跨学科学习,综合项目与毕业展示,CHN-G6-PRA-001,完成语文综合项目和成果展示,围绕真实问题或毕业主题，综合运用阅读、调查、写作、口语表达、资料整理和审美设计完成项目成果。,能展示项目过程、资料来源、语言成果和个人反思，体现语文学习的综合运用能力。,可结合毕业纪念册、校园文化调查、主题展览、读书成果展等任务开展。,3,语言运用;思维能力;文化自信;审美创造,义务教育语文课程标准(2022年版)·第三学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,阅读与鉴赏,多文本阅读,CHN-G6-REA-001,整合多篇文本信息,围绕同一主题阅读多篇文学、实用、说明或非连续性文本，比较观点、材料、表达方式和信息可靠性。,能从多篇文本中提取并整合信息，形成较完整的理解或判断。,可围绕传统文化、科学话题、人物研究、社会议题开展群文阅读。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,阅读与鉴赏,文学作品鉴赏,CHN-G6-REA-002,赏析文学形象和表达效果,阅读小说、散文、诗歌、戏剧片段等文学作品，理解人物形象、情节结构、环境描写和语言表达。,能结合文本细节赏析人物形象、情感和表达效果，形成有依据的阅读评价。,引导学生把情感体验、文本证据和表达方法结合起来。,3,语言运用;审美创造;思维能力,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,阅读与鉴赏,实用与说明文本阅读,CHN-G6-REA-003,评价实用文本信息,阅读新闻、说明书、科普文章、访谈、图表和网络资料，关注信息来源、观点立场和表达目的。,能判断信息是否可靠、充分和相关，并根据任务需要提取、比较和运用信息。,结合真实资料检索和学习项目，培养信息判断和证据意识。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,阅读与鉴赏,思辨性阅读起步,CHN-G6-REA-004,初步开展思辨性阅读,阅读含有观点、理由和事实材料的文本，学习分辨事实与观点，理解作者表达立场。,能说出文本中的主要观点和依据，对观点作出初步评价，并表达自己的看法。,选用适龄议题材料，训练基于文本和事实的讨论，不做成人化议论文训练。,3,思维能力;语言运用,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
6,小学高,阅读与鉴赏,古诗文积累鉴赏,CHN-G6-REA-005,积累鉴赏优秀古诗文,诵读和理解优秀古诗文，关注意象、情感、语言节奏和文化内涵，扩大传统文化积累。,能背诵或熟读一定数量优秀诗文，结合注释和资料理解内容，表达审美感受和文化理解。,通过专题诵读、比较阅读、情境表达等方式深化积累。,3,文化自信;审美创造;语言运用,义务教育语文课程标准(2022年版)·第三学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,整本书阅读,名著阅读起步,CHN-G7-BOK-001,制订名著阅读计划并交流,阅读适合初中阶段的文学名著、纪实作品或科普作品，制订阅读计划，记录人物、情节、语言和问题。,能按计划完成整本书阅读，介绍主要内容和人物，表达自己的阅读感受和疑问。,通过导读课、读书笔记、读书会和人物卡支持持续阅读。,2,语言运用;审美创造;文化自信,义务教育语文课程标准(2022年版)·第四学段·整本书阅读;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,文化传承与理解,传统文化和革命文化材料阅读,CHN-G7-CUL-001,阅读文化主题作品并表达理解,阅读古诗文、传统文化故事、革命文化作品和社会主义先进文化材料，理解其中的价值追求和精神品质。,能结合具体文本表达文化理解，积累相关词句、典故和文化常识。,结合节日、纪念日、地方文化和红色资源开展专题学习。,2,文化自信;语言运用;审美创造,义务教育语文课程标准(2022年版)·第四学段·文化传承与理解;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,梳理与探究,语言现象梳理,CHN-G7-ORG-001,梳理词句段篇基本现象,围绕词语搭配、句子成分、修辞、标点、段落关系和篇章结构等语言现象进行整理和比较。,能发现常见语言现象的特点和表达作用，并尝试迁移到阅读理解和写作表达。,不追求系统语法讲授，重在帮助学生解决阅读和表达问题。,2,思维能力;语言运用,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,梳理与探究,学习资料整理,CHN-G7-ORG-002,整理语文学习资料和方法,围绕单元主题、阅读材料、字词积累、写作方法和文化资料，学习分类整理和归纳方法。,能形成学习卡片、知识图、资料夹或单元小结，说明整理依据和使用价值。,把整理成果用于复习、写作和交流展示，避免为整理而整理。,2,思维能力;语言运用,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,表达与交流,倾听讨论与转述,CHN-G7-EXP-001,参与讨论并准确转述,在讨论、采访、讲述、复述、转述等情境中，学习倾听要点，围绕话题表达观点并尊重他人意见。,能抓住对方表达要点，清楚转述主要信息，围绕话题有条理地发言。,设置读书交流、活动采访、观点讨论等真实交际任务。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,表达与交流,记叙描写习作,CHN-G7-EXP-002,写清人事景物和感受,学习写人、记事、写景、状物，围绕中心选择材料，运用叙述、描写、抒情等方式表达真实体验。,能写中心明确、内容具体、结构基本完整的记叙性文章，语言通顺并有一定细节。,从真实生活和阅读体验中选材，强化观察、构思、起草和修改过程。,2,语言运用;审美创造;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,表达与交流,说明与介绍写作,CHN-G7-EXP-003,写简单说明和介绍文字,根据交际目的写事物介绍、活动说明、阅读推荐、人物简介等实用性文字，注意对象、顺序和重点。,能用清楚、有条理的语言介绍对象或说明事项，格式基本合适，信息准确。,结合校园活动、读书推荐、班级展示等真实任务写作。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,表达与交流,写作修改,CHN-G7-EXP-004,修改文章内容和语言,学习从中心、材料、结构、语言、标点、错别字等方面修改文章，听取同伴和教师建议。,能对自己的文章进行有针对性的修改，说明修改理由，并尝试评价同伴作品。,建立初稿、修改稿、定稿的过程档案，强化写作过程意识。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,识字与写字,语言积累与规范运用,CHN-G7-HZW-001,积累常用字词成语并规范运用,继续积累常用汉字、词语、成语、熟语和典型句式，关注词语在不同语境中的意义、感情色彩和表达效果。,能准确理解并运用常用字词，辨析近义词、成语和关联词的使用条件，减少错别字和病句。,结合课文阅读、日常表达和习作修改开展积累运用，避免孤立抄背。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,识字与写字,文言字词起步,CHN-G7-HZW-002,积累浅易文言字词,在浅易文言文阅读中积累常见实词、虚词、通假字、古今异义和基本句式，借助注释理解文意。,能结合上下文解释常见文言词句，初步迁移已学文言积累理解新材料。,文言字词教学应服务整体阅读和文化理解，不做孤立题海训练。,2,语言运用;文化自信,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,跨学科学习,综合性学习活动,CHN-G7-PRA-001,完成语文综合性学习任务,围绕校园生活、传统文化、读书活动、社会观察等主题，综合运用阅读、调查、采访、写作和展示能力。,能完成小组任务，形成调查记录、展示稿、海报、报告或活动方案，并清楚表达成果。,任务应有真实问题、真实受众和过程记录，强调合作和语言实践。,2,语言运用;思维能力;文化自信,义务教育语文课程标准(2022年版)·第四学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,跨学科学习,数字化语文实践,CHN-G7-PRA-002,利用数字工具开展语文学习,在资料检索、阅读记录、协作写作、成果展示中合理使用数字工具，注意信息来源和版权规范。,能利用数字工具完成资料搜集、整理和展示，标注来源并保护个人信息。,与信息科技学习联动，培养数字环境下的语文实践能力。,2,语言运用;数字化学习与创新;信息社会责任,义务教育语文课程标准(2022年版)·第四学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,阅读与鉴赏,阅读方法与批注,CHN-G7-REA-001,运用默读精读略读和批注,根据阅读目的综合运用默读、精读、略读、浏览、圈点批注、摘录和提问等方法阅读不同文本。,能较快把握文本主要内容，提出阅读问题，借助批注记录理解、疑问和感受。,把阅读方法放入真实任务中训练，如预习课文、查找资料、准备讨论。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,阅读与鉴赏,叙事性文学阅读,CHN-G7-REA-002,理解叙事性作品人物与情节,阅读小说、散文、回忆性文章和叙事性作品，关注人物、情节、环境、线索和叙述视角。,能概括故事情节，分析人物形象，结合具体语句说明作品表达的情感和主题。,用情节线、人物关系图、细节证据表支持学生有依据地阅读。,2,语言运用;思维能力;审美创造,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,阅读与鉴赏,散文与诗歌体验,CHN-G7-REA-003,品味散文诗歌语言和情感,阅读散文、现代诗歌和古诗词，关注意象、情感、节奏、修辞和语言表现力。,能结合词句品味语言，表达审美感受，初步说明作品怎样传达情感。,通过朗读、想象画面、比较词句等方式增强审美体验。,2,语言运用;审美创造,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,阅读与鉴赏,说明性文本阅读,CHN-G7-REA-004,阅读说明性和科普文本,阅读说明文、科普文章、图表资料和简单非连续性文本，了解说明对象、特征、顺序和方法。,能提取关键信息，梳理说明思路，解释常见说明方法及其表达作用。,与科学、信息科技等学科材料结合，训练信息提取和条理说明。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,阅读与鉴赏,古诗文阅读,CHN-G7-REA-005,理解浅易古诗文内容,阅读浅易文言文和古诗词，借助注释、工具书和背景资料理解内容，体会情感和文化内涵。,能准确朗读和背诵重点篇目，说出基本文意，积累常见文言词句和文化常识。,重视诵读和语境理解，避免把古诗文学习简化为翻译背诵。,2,文化自信;语言运用;审美创造,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
7,初中,阅读与鉴赏,非连续性文本起步,CHN-G7-REA-006,阅读图表和多样资料,阅读图表、流程图、目录、网页、海报、统计资料等非连续性文本，学习根据任务提取信息。,能从多样资料中找到关键信息，判断信息与任务的关系，并进行简要整合。,使用真实校园通知、活动海报、图书目录、网页资料等材料。,2,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,整本书阅读,名著专题阅读,CHN-G8-BOK-001,开展名著专题阅读和研讨,阅读文学名著、纪实作品或科普作品，围绕人物、情节、主题、语言、时代背景等开展专题研讨。,能用阅读笔记、专题发言或读书报告呈现对整本书的理解和评价。,引导学生从泛泛讲故事转向专题化、证据化阅读。,3,语言运用;审美创造;文化自信,义务教育语文课程标准(2022年版)·第四学段·整本书阅读;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,整本书阅读,阅读策略深化,CHN-G8-BOK-002,运用多种策略推进整本书阅读,在整本书阅读中运用预测、提问、批注、摘录、人物关系图、情节线、比较阅读等策略。,能根据作品类型选择阅读策略，持续记录阅读过程，并形成个性化理解。,通过读书小组、阅读档案、主题展示促进持续阅读。,3,语言运用;思维能力;审美创造,义务教育语文课程标准(2022年版)·第四学段·整本书阅读;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,文化传承与理解,文化专题阅读与表达,CHN-G8-CUL-001,开展传统文化革命文化专题学习,围绕中华优秀传统文化、革命文化和社会主义先进文化主题阅读作品、查找资料、参观体验并表达理解。,能结合文本和资料说明文化主题的内涵、价值和现实意义。,可结合地方文化、红色资源、文化遗产、节日习俗进行专题活动。,3,文化自信;语言运用;审美创造,义务教育语文课程标准(2022年版)·第四学段·文化传承与理解;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,梳理与探究,文体特征梳理,CHN-G8-ORG-001,梳理不同文体阅读和表达方法,围绕记叙、说明、议论、诗歌、小说、散文、新闻、传记等文体，梳理基本特征、表达方法和阅读策略。,能说明不同文体的主要特点，并选择合适方法进行阅读和写作。,用单元总结、比较表、文体卡片帮助学生建立方法框架。,3,思维能力;语言运用,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,梳理与探究,专题探究资料分析,CHN-G8-ORG-002,分析专题资料并形成观点,围绕文学、文化、语言现象或社会生活问题搜集多种资料，进行筛选、比较、分析和归纳。,能基于资料提出自己的观点或结论，说明资料来源和分析过程。,强调资料可靠性和证据支撑，避免简单拼贴资料。,3,思维能力;语言运用;文化自信,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,表达与交流,观点陈述与辩论,CHN-G8-EXP-001,围绕议题陈述观点并回应,在讨论、演讲、辩论、访谈和汇报中，围绕议题提出观点，选择事实、文本或生活经验支持观点。,能较有条理地陈述观点和理由，倾听反方意见并作出回应。,设计班级公共议题、读书辩题或社会观察话题，培养理性表达。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,表达与交流,复杂记叙与抒情表达,CHN-G8-EXP-002,写有结构有情感的记叙文章,围绕真实经历、人物或社会观察进行记叙、描写和抒情，学习安排详略、线索和结构。,能写出中心明确、材料较丰富、结构较完整、情感真实的记叙性文章。,引导学生从生活细节和阅读经验中获得写作资源。,3,语言运用;审美创造;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,表达与交流,说明和议论表达,CHN-G8-EXP-003,写说明和简单议论文字,根据任务写说明性文字、短评、读后感、演讲稿或观点表达短文，学习使用事实和理由支撑表达。,能根据表达目的选择材料，做到观点明确或说明清楚，结构有条理。,把阅读中的说明方法和论证思路迁移到写作实践。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,表达与交流,过程化写作修改,CHN-G8-EXP-004,多轮修改和评价作品,经历选题、构思、起草、修改、评价和发表的写作过程，学习根据反馈调整内容和语言。,能进行较有针对性的多轮修改，改进中心、结构、材料和表达效果。,用写作档案和同伴互评记录学生写作成长。,3,语言运用;思维能力;审美创造,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,识字与写字,词语句式与表达效果,CHN-G8-HZW-001,辨析词句表达效果,积累并辨析词语、句式、修辞和语气在不同语境中的意义和表达效果，提升准确表达能力。,能结合语境解释词句含义，分析词句对人物、情感、观点或说明效果的作用。,从课文精读和习作修改中选取典型语言材料进行比较。,3,语言运用;思维能力,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,识字与写字,文言积累迁移,CHN-G8-HZW-002,迁移运用文言词句积累,继续积累常见文言实词、虚词、句式和文化常识，关注古今词义差异和语序特点。,能借助注释和已有积累理解浅易课外文言材料，说明关键字词和句子的意义。,用课内带课外的方式训练迁移，关注整体文意。,3,语言运用;文化自信;思维能力,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,跨学科学习,调查研究与成果发布,CHN-G8-PRA-001,完成调查研究和语文成果发布,围绕校园、社区、文化、科技或社会议题开展调查研究，综合运用访谈、问卷、资料阅读、写作和展示。,能形成调查报告、演示文稿、短视频脚本、展板或倡议文本，并面向真实受众发布。,评价应关注问题设计、资料依据、语言表达和社会责任。,3,语言运用;思维能力;文化自信,义务教育语文课程标准(2022年版)·第四学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,文学作品深度阅读,CHN-G8-REA-001,分析文学作品形象主题和结构,阅读小说、散文、诗歌、戏剧片段等文学作品，分析人物形象、情节结构、叙述视角、语言风格和主题意蕴。,能结合文本证据进行较深入赏析，形成有依据的阅读评价。,通过比较阅读、主题讨论和片段细读提高鉴赏能力。,3,语言运用;审美创造;思维能力,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
