grade_num,stage,domain,theme,kp_code,kp_name,source_ref_has_2025,hit_task_group,hit_whole_book,hit_cross_media,hit_reasoning_argument,hit_culture,hit_evaluation_quality,hit_integrated_practice,hit_digital_ai,source_ref
8,初中,梳理与探究,文体特征梳理,CHN-G8-ORG-001,梳理不同文体阅读和表达方法,1,0,0,0,0,0,0,0,0,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,梳理与探究,专题探究资料分析,CHN-G8-ORG-002,分析专题资料并形成观点,1,0,0,0,1,1,0,0,0,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,表达与交流,观点陈述与辩论,CHN-G8-EXP-001,围绕议题陈述观点并回应,1,0,0,0,1,0,0,0,0,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,表达与交流,复杂记叙与抒情表达,CHN-G8-EXP-002,写有结构有情感的记叙文章,1,0,0,0,0,0,0,0,0,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,表达与交流,说明和议论表达,CHN-G8-EXP-003,写说明和简单议论文字,1,0,0,0,1,0,0,1,0,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,表达与交流,过程化写作修改,CHN-G8-EXP-004,多轮修改和评价作品,1,0,0,0,0,0,1,0,0,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,识字与写字,词语句式与表达效果,CHN-G8-HZW-001,辨析词句表达效果,1,0,0,0,1,0,0,0,0,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,识字与写字,文言积累迁移,CHN-G8-HZW-002,迁移运用文言词句积累,1,0,0,0,0,1,0,0,0,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,跨学科学习,调查研究与成果发布,CHN-G8-PRA-001,完成调查研究和语文成果发布,1,0,0,0,0,1,1,1,0,义务教育语文课程标准(2022年版)·第四学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,文学作品深度阅读,CHN-G8-REA-001,分析文学作品形象主题和结构,1,0,0,0,0,0,1,0,0,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,新闻传记阅读,CHN-G8-REA-002,阅读新闻和传记类文本,1,0,0,0,1,0,0,0,1,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,说明与科普阅读,CHN-G8-REA-003,分析说明文结构和方法,1,0,0,0,0,0,0,0,1,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,论述性文本起步,CHN-G8-REA-004,识别观点材料和论证思路,1,0,0,0,1,0,1,0,0,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,古诗文比较阅读,CHN-G8-REA-005,比较阅读古诗文,1,0,0,0,0,1,0,0,0,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
8,初中,阅读与鉴赏,多文本与非连续性文本,CHN-G8-REA-006,整合多文本和非连续性信息,1,0,0,0,1,1,0,1,1,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,整本书阅读,名著专题研读,CHN-G9-BOK-001,开展名著专题研读和评价,1,0,1,0,0,1,1,0,0,义务教育语文课程标准(2022年版)·第四学段·整本书阅读;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,文化传承与理解,文化理解与价值判断,CHN-G9-CUL-001,综合理解中华文化和时代精神,1,0,0,0,0,1,0,1,0,义务教育语文课程标准(2022年版)·第四学段·文化传承与理解;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,梳理与探究,初中语文知识方法系统梳理,CHN-G9-ORG-001,系统梳理初中语文知识和方法,1,0,0,0,0,1,0,1,0,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,梳理与探究,研究性学习成果,CHN-G9-ORG-002,完成语文研究性学习成果,1,0,0,0,1,1,0,0,0,义务教育语文课程标准(2022年版)·第四学段·梳理与探究;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,表达与交流,思辨表达与公共讨论,CHN-G9-EXP-001,理性表达观点并参与公共讨论,1,0,0,0,1,1,0,0,0,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,表达与交流,议论性写作,CHN-G9-EXP-002,写观点明确论证合理的议论文章,1,0,0,0,1,0,0,0,0,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,表达与交流,综合写作能力,CHN-G9-EXP-003,完成多文体综合写作,1,0,0,0,0,0,0,1,0,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,表达与交流,修改润色与发表,CHN-G9-EXP-004,根据评价标准修改润色作品,1,0,0,0,0,0,1,0,0,义务教育语文课程标准(2022年版)·第四学段·表达与交流;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,识字与写字,语言积累综合运用,CHN-G9-HZW-001,综合运用语言积累解决问题,1,0,0,0,0,0,0,1,0,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,识字与写字,文言阅读综合迁移,CHN-G9-HZW-002,迁移文言积累理解新文本,1,0,0,0,0,1,0,1,0,义务教育语文课程标准(2022年版)·第四学段·识字与写字;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,跨学科学习,综合项目与社会表达,CHN-G9-PRA-001,完成面向真实受众的综合项目,1,0,0,0,1,1,1,1,0,义务教育语文课程标准(2022年版)·第四学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,跨学科学习,数字媒介综合表达,CHN-G9-PRA-002,完成数字媒介语文表达作品,1,0,0,1,1,1,0,1,1,义务教育语文课程标准(2022年版)·第四学段·跨学科学习;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,综合把握文学作品,CHN-G9-REA-001,综合赏析文学作品,1,0,0,0,0,0,1,1,0,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,论述性文本阅读,CHN-G9-REA-002,评价论述性文本观点和论证,1,0,0,0,1,0,1,0,0,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,实用文本评价,CHN-G9-REA-003,评价实用文本信息质量,1,0,0,0,0,0,1,1,1,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,古诗文专题阅读,CHN-G9-REA-004,开展古诗文专题比较阅读,1,0,0,0,0,1,0,0,0,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,多文本综合阅读,CHN-G9-REA-005,完成多文本综合阅读与判断,1,0,0,0,1,1,0,1,0,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
9,初中,阅读与鉴赏,阅读反思与评价,CHN-G9-REA-006,反思阅读策略和阅读收获,1,0,0,0,0,0,1,0,0,义务教育语文课程标准(2022年版)·第四学段·阅读与鉴赏;参考义务教育课程标准日常修订版(2022年版2025年修订)口径/解读方向
10,高中,实用性阅读与交流,实用文本阅读,CHN-G10-PRC-001,阅读新闻报告说明书演讲稿等实用文本,1,0,0,0,0,0,0,1,1,普通高中语文课程标准(2017年版2020年修订)·必修·实用性阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,实用性阅读与交流,信息整合评价,CHN-G10-PRC-002,获取整合并评价实用信息,1,0,0,0,0,0,1,1,1,普通高中语文课程标准(2017年版2020年修订)·必修·实用性阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,实用性阅读与交流,应用写作,CHN-G10-PRC-003,完成应用写作和事务表达,1,0,0,0,0,0,0,1,1,普通高中语文课程标准(2017年版2020年修订)·必修·实用性阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,实用性阅读与交流,交流展示,CHN-G10-PRC-004,开展实用交流和展示评价,1,0,0,0,0,1,1,1,1,普通高中语文课程标准(2017年版2020年修订)·必修·实用性阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,当代文化参与,文化观察,CHN-G10-CCP-001,观察和描述当代文化现象,1,0,0,0,0,1,0,0,1,普通高中语文课程标准(2017年版2020年修订)·必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,当代文化参与,文化调查,CHN-G10-CCP-002,开展文化调查与资料整理,1,0,0,0,0,1,0,1,0,普通高中语文课程标准(2017年版2020年修订)·必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,当代文化参与,文化评价,CHN-G10-CCP-003,评价文化现象并进行公共表达,1,0,0,1,1,1,1,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,思辨性阅读与表达,论述文本阅读,CHN-G10-ARG-001,阅读论述类文本观点和论证,1,0,0,0,1,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·思辨性阅读与表达;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,思辨性阅读与表达,事实观点推理,CHN-G10-ARG-002,区分事实观点材料和推理,1,0,0,0,1,0,1,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·思辨性阅读与表达;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,思辨性阅读与表达,讨论演讲,CHN-G10-ARG-003,进行思辨讨论和演讲,1,0,0,0,1,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·思辨性阅读与表达;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,思辨性阅读与表达,议论写作,CHN-G10-ARG-004,写观点明确论证合理的议论文本,1,0,0,0,1,0,0,0,1,普通高中语文课程标准(2017年版2020年修订)·必修·思辨性阅读与表达;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,整本书阅读与研讨,阅读规划,CHN-G10-BOK-001,制订整本书阅读与研讨方案,1,0,1,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,整本书阅读与研讨,深度研读,CHN-G10-BOK-002,运用批注摘录和问题链研读整本书,1,0,1,0,0,1,0,1,0,普通高中语文课程标准(2017年版2020年修订)·必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,整本书阅读与研讨,研讨表达,CHN-G10-BOK-003,开展整本书专题研讨与成果表达,1,0,1,0,1,1,1,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,文学阅读与写作,文学作品阅读,CHN-G10-LWW-001,阅读鉴赏诗歌散文小说戏剧,1,0,0,0,0,0,0,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·文学阅读与写作;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,文学阅读与写作,文学表达分析,CHN-G10-LWW-002,分析文学形象情感结构和语言,1,0,0,0,1,0,0,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·文学阅读与写作;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,文学阅读与写作,文学写作,CHN-G10-LWW-003,进行文学写作与创意表达,1,0,0,0,0,0,0,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·文学阅读与写作;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,文学阅读与写作,作品修改评价,CHN-G10-LWW-004,评价修改文学表达作品,1,0,0,0,0,0,1,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·文学阅读与写作;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,语言积累、梳理与探究,语言材料积累,CHN-G10-LST-001,积累经典语言材料和表达资源,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,语言积累、梳理与探究,语言规律梳理,CHN-G10-LST-002,梳理汉语语法修辞和逻辑关系,1,0,0,0,0,0,0,1,0,普通高中语文课程标准(2017年版2020年修订)·必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,语言积累、梳理与探究,语言专题探究,CHN-G10-LST-003,探究语言文字运用规律,1,0,0,0,0,1,0,0,1,普通高中语文课程标准(2017年版2020年修订)·必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,语言积累、梳理与探究,规范得体表达,CHN-G10-LST-004,提升准确规范得体表达能力,1,0,0,0,0,0,1,0,0,普通高中语文课程标准(2017年版2020年修订)·必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,跨媒介阅读与交流,媒介文本识别,CHN-G10-MCR-001,识别多媒介文本特征,1,0,0,1,0,0,0,0,1,普通高中语文课程标准(2017年版2020年修订)·必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,跨媒介阅读与交流,媒介表达比较,CHN-G10-MCR-002,比较不同媒介表达效果,1,0,0,1,1,0,0,0,1,普通高中语文课程标准(2017年版2020年修订)·必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
10,高中,跨媒介阅读与交流,跨媒介创作,CHN-G10-MCR-003,创作跨媒介语文表达作品,1,0,0,1,0,0,0,1,1,普通高中语文课程标准(2017年版2020年修订)·必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中华传统文化经典研习,经典文本精读,CHN-G11-CTC-001,精读中华传统文化经典文本,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中华传统文化经典研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中华传统文化经典研习,思想文化阐释,CHN-G11-CTC-002,阐释经典中的思想价值,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中华传统文化经典研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中华传统文化经典研习,古诗文比较研习,CHN-G11-CTC-003,比较研习古代诗文和文化主题,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中华传统文化经典研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中华传统文化经典研习,传统文化表达转化,CHN-G11-CTC-004,进行传统文化表达与转化,1,0,0,1,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中华传统文化经典研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国现当代作家作品研习,现当代文学作品研读,CHN-G11-MOD-001,研读中国现当代作家代表作品,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国现当代作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国现当代作家作品研习,作家专题研习,CHN-G11-MOD-002,开展作家专题阅读和研究,1,0,0,0,0,0,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国现当代作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国现当代作家作品研习,文学评论写作,CHN-G11-MOD-003,撰写现当代文学短评,1,0,0,0,1,0,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国现当代作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国现当代作家作品研习,当代文学生活参与,CHN-G11-MOD-004,关注当代文学生活并表达评价,1,0,0,0,0,1,1,0,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国现当代作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国革命传统作品研习,革命传统作品阅读,CHN-G11-CRT-001,阅读中国革命传统作品,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国革命传统作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国革命传统作品研习,革命精神阐释,CHN-G11-CRT-002,阐释革命精神和时代价值,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国革命传统作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国革命传统作品研习,革命叙事表达分析,CHN-G11-CRT-003,分析革命传统作品叙事和语言,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国革命传统作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国革命传统作品研习,革命文化主题表达,CHN-G11-CRT-004,完成革命文化主题表达成果,1,0,0,1,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国革命传统作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,外国作家作品研习,外国文学作品阅读,CHN-G11-FOR-001,阅读外国作家代表作品,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·外国作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,外国作家作品研习,跨文化比较阅读,CHN-G11-FOR-002,开展中外作品跨文化比较,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·外国作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,外国作家作品研习,外国文学评论表达,CHN-G11-FOR-003,评论外国文学作品和人物形象,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·外国作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,外国作家作品研习,世界文学视野,CHN-G11-FOR-004,形成初步世界文学视野,1,0,0,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·外国作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,当代文化参与,当代文化议题选择,CHN-G11-CCP-001,选择并界定当代文化议题,1,0,0,0,0,1,0,1,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,当代文化参与,文化资料采集分析,CHN-G11-CCP-002,采集分析文化现象资料,1,0,0,1,0,1,0,0,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,当代文化参与,文化评论写作,CHN-G11-CCP-003,撰写文化评论或调查报告,1,0,0,0,1,1,1,1,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,当代文化参与,文化传播实践,CHN-G11-CCP-004,策划并实施文化传播活动,1,0,0,1,0,1,1,1,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,整本书阅读与研讨,经典整本书专题研读,CHN-G11-BOK-001,研读经典整本书并形成专题问题,1,0,1,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,整本书阅读与研讨,整本书比较阅读,CHN-G11-BOK-002,开展整本书比较阅读,1,0,1,0,0,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,整本书阅读与研讨,读书报告与书评,CHN-G11-BOK-003,撰写读书报告和书评,1,0,1,0,1,0,1,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,整本书阅读与研讨,阅读共同体研讨,CHN-G11-BOK-004,组织整本书阅读共同体研讨,1,0,1,0,1,1,1,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,科学与文化论著研习,论著阅读方法,CHN-G11-SCI-001,阅读科学与文化论著,1,0,0,0,1,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·科学与文化论著研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,科学与文化论著研习,概念论证分析,CHN-G11-SCI-002,分析论著概念和论证方式,1,0,0,0,1,1,0,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·科学与文化论著研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,科学与文化论著研习,跨学科主题研读,CHN-G11-SCI-003,开展跨学科主题论著研读,1,0,0,0,1,1,0,1,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·科学与文化论著研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,科学与文化论著研习,学术表达雏形,CHN-G11-SCI-004,完成论著研读报告或学术表达雏形,1,0,0,0,1,1,0,0,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·科学与文化论著研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,语言积累、梳理与探究,语言文字专题积累,CHN-G11-LST-001,建立专题化语言文字资源库,1,0,0,0,0,0,0,0,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,语言积累、梳理与探究,汉语现象探究,CHN-G11-LST-002,探究汉语语言现象和表达规律,1,0,0,0,0,1,0,0,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,语言积累、梳理与探究,语言逻辑与修辞,CHN-G11-LST-003,分析语言逻辑修辞和风格,1,0,0,1,0,0,1,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,语言积累、梳理与探究,语言专题成果表达,CHN-G11-LST-004,完成语言专题探究成果,1,0,0,0,0,1,1,0,0,普通高中语文课程标准(2017年版2020年修订)·选择性必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,跨媒介阅读与交流,跨媒介专题阅读,CHN-G11-MCR-001,开展跨媒介专题阅读,1,0,0,1,0,0,0,1,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,跨媒介阅读与交流,媒介信息评价,CHN-G11-MCR-002,评价媒介信息真实性和立场,1,0,0,1,1,0,1,0,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,跨媒介阅读与交流,跨媒介叙事设计,CHN-G11-MCR-003,设计跨媒介叙事和表达方案,1,0,0,1,0,0,0,0,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,跨媒介阅读与交流,跨媒介作品发布反思,CHN-G11-MCR-004,发布跨媒介作品并反思效果,1,0,0,1,0,1,1,1,1,普通高中语文课程标准(2017年版2020年修订)·选择性必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
